paper,title,datetime,writing,writer
한국경제,"고바이오랩 ""마이크로바이옴으로 먹는 GLP-1 비만약 개발""",2023.09.13. 오후 12:21,"항비만 3종 균주 혼합해 투약 기존 항비만 대비 가격 낮출 것 건기식 사업 순항, 캐시카우 확보올해 연매출 300억원 달성 목표    “단일 균주가 아닌 3종의 균주를 투약하는 마이크로바이옴 비만치료제를 개발할 계획입니다.”이한승 고바이오랩 부사장은 13일 ‘코리아 인베스트먼트 위크(KIW) 2023’에 참석해 “위고비, 마운자로 등 현재 세계적으로 돌풍을 일으키고 있는 GLP-1 계열 비만치료제는 주사제다”며 “반면 고바이오랩은 경구용으로 개발할 것”이라고 말했다. GLP-1은 음식을 섭취하면 우리 몸에서 분비되는 호르몬이다. 뇌에 배고픔을 줄이겠다는 신호를 전달한다. 반감기는 1~2분밖에 되지 않는다. 노보노디스크 위고비와 일라이릴리 마운자로는 반감기를 늘리는 기술을 적용해 비만치료제로 개발했다. 주 1회 투여하는 주사제다. 고바이오랩의 비만치료제 신약 후보물질 KBLP-004는 항비만 효과를 보이는 3종의 균주를 경구용으로 투약한다. 이 부사장은 “3종 균주는 다른 균주의 성장을 돕는 역할(공생 효과), 장관벽에 투과율을 강화해 건강한 장 상태를 유지해 주는 효과. GLP-1 분비를 유도한다”며 “3종 균주가 혼합됐을 때 최적의 효과를 내는 비율을 확인하는 작업을 하고 있다”고 말했다. 그러면서 “장내환경 변화를 유도해 비만을 치료하면서 GLP-1 분비를 통해 비만 인자를 제거하는 것으로 약을 디자인하고 있다”고 했다. 기존의 주사형 GLP-1 비만치료제 대비 원가를 낮출 계획이다. 일각에선 3종의 균주가 들어가다 보니 공정이 복잡해질 수 있는 데다 약 제조 원가가 높아질 것이라고 우려한다. 이에 대해 이 부사장은 “이를 극복하기 위해 배양하는 기술도 개발 중”이라며 “기존 비만치료제 주사제 대비 원가를 낮출 것”이라고 설명했다. 고바이오랩은 건강기능식품 사업을 통해 현금창출 능력도 확보했다. 지난해 3월 고바이오랩과 이마트 합작투자법인 ‘위바이옴’을 세웠다. 설립 10개월 만에 매출 100억원을 달성했다. 이미 올해 상반기 140억원 매출을 올렸다. 올해 연매출 300억원을 기록할 것으로 예상한다. 이 부사장은 “바이오벤처라도 재무적 안전성이 필요하다”며 “건강기능식품 사업을 통해 재무적 안전성을 추구하겠다”고 덧붙였다.",김유림 기자 youforest@hankyung.com
머니투데이,"[영상]130g 소프트로봇, 90㎏ 아령 '번쩍'…근력·유연성 역대급",2023.09.13. 오후 12:00,"실 엮어 단단한 구조 만드는 직조기술, PET플라스틱에 적용재료단가 1만원 이하, 제조공정도 10분 이내…유지보수 간편    한국과학기술연구원(KIST) 연구진이 부드러운 소재를 활용해 최대 100㎏ 이상 물체를 들어올릴 수 있는 로봇을 개발했다. 영상은 90㎏ 아령을 들어올리는 모습. / 영상=한국과학기술연구원(KIST)국내 연구진이 130g 소재로 90㎏ 이상 물체를 옮길 수 있는 '로봇 그리퍼'를 개발했다. 로봇 그리퍼는 사람의 손처럼 물체를 쥐거나 각종 동작을 수행할 수 있는 로봇이다. 특히 이번에 개발한 그리퍼는 유연성과 안전성이 높아 향후 물류·산업 분야에 활용할 수 있을 전망이다.13일 과학계에 따르면 송가혜 한국과학기술연구원(KIST) 지능로봇연구단 박사 등 공동연구팀은 지난달 국제학술지 '네이처 커뮤니케이션즈'(Nature Communications)에 이같은 연구 논문을 게재했다. 연구 혁신성을 인정받아 편집자 하이라이트로 선정됐다.국내외 연구자들은 다양한 로봇 그리퍼를 개발 중이다. 최근에는 기존 강성 재료 그리퍼와 달리 유연성·안전성이 높은 '소프트 그리퍼' 개발이 이어지고 있다. 부드러운 소재를 활용해 계란과 같이 깨지기 쉬운 물체를 옮기거나 작은 물체를 운반하는 그리퍼 등이 대표적이다.연구팀은 소프트 그리퍼 적재 용량을 높이기 위해 기존에 없던 새로운 구조를 적용한 소재를 개발했다. 낱개의 실을 단단히 엮어 견고한 직물을 만드는 직조기술을 PET플라스틱에 적용했다. 연구팀은 얇은 PET플라스틱 띠들이 직조 구조로 얽히고 풀어질 수 있도록 그리퍼를 만들었다.    한국과학기술연구원(KIST) 연구진이 땅콩 크기 물체부터 골프공, 박스 등을 옮길 수 있는 소프트 로봇을 개발했다. / 영상=한국과학기술연구원(KIST)    한국과학기술연구원(KIST) 연구진이 개발한 소트프 로봇 그리퍼가 장미꽃을 정밀하게 들어올려 꽃병에 넣는 모습. / 영상=한국과학기술연구원(KIST)그 결과 소프트 그리퍼는 130g 무게로 최대 100㎏ 이상 물체를 들어올릴 수 있었다. 기존에 최대 20㎏ 이내 물체를 들어올리는 그리퍼 대비 5배 이상 힘을 늘렸다. 특히 땅콩 크기 물체를 포착해 잡아내거나 장미를 꽃병에 꽂을 만큼 정교함도 높았다.연구팀이 개발한 그리퍼는 재료 단가가 수천원에 불과한 플라스틱을 활용해 높은 가격 경쟁력을 가지고 있다. 다양한 형상과 무게의 물체도 움켜쥘 수 있다. 또 플라스틱 띠를 체결하는 방식만으로 그리퍼를 완성할 수 있어 제작공정이 10분 이내로 간단하고 교체·유지보수도 쉽다.송가혜 박사는 ""이번에 개발된 직조 구조의 그리퍼는 소프트 로봇의 강점이 있으면서도 강성 그리퍼 수준으로 무거운 물체를 움켜쥘 수 있다""며 ""동전부터 자동차까지 다양한 크기로 제작할 수 있으며 얇은 카드부터 꽃에 이르기까지 여러 가지의 형태와 무게의 물체를 파지할 수 있어 소프트 그리퍼를 필요로 하는 산업, 물류, 가사 등의 분야에서 활용할 수 있다""고 밝혔다.이번에 개발한 로봇은 강한 파지 성능이 필요한 산업·물류 현장이나 극한 환경을 견뎌야 하는 다양한 환경에 적합한 그리퍼를 맞춤 제작, 활용할 수 있을 전망이다. 또 플라스틱 외에도 탄성을 보유한 고무나 화합물 등의 재료로 제작할 수 있어 활용도가 클 것으로 기대된다.이번 연구는 과학기술정보통신부와 한국연구재단 지원으로 이뤄졌다. 이번 연구에는 이대영 KAIST(한국과학기술원) 항공우주공학과 교수 연구팀도 함께 참여했다.    한국과학기술연구원(KIST) 연구진은 부드러운 소재 개발을 위해 직조기술을 PET 플라스틱에 적용했다. / 사진=한국과학기술연구원(KIST)",김인한 기자 (science.inhan@mt.co.kr)
한국경제,"""7시간 동안 11만명 몰렸다""…429만원짜리 삼성 제품 '완판'",2023.09.13. 오전 9:06,"429만원 '갤Z폴드5 톰브라운' 완판    갤럭시 Z 폴드5 톰브라운 에디션. 사진=삼성전자 제공삼성전자는 한정판 '갤럭시 Z 폴드5 톰브라운 에디션' 추첨 판매가 높은 인기를 끌며 마감됐다고 13일 밝혔다.이날 삼성전자에 따르면 지난 12일 오전 10시부터 오후 5시까지 삼성전자 홈페이지를 통해 진행된 '갤럭시 Z 폴드5 톰브라운 에디션' 추첨 판매에 약 11만명이 응모했다. 삼성전자와 톰브라운 브랜드가 협업해 제작한 스페셜 에디션은 수량이 한정돼 있다. 삼성전자는 과거 운영했던 다양한 스페셜 에디션이 순식간에 완판됐던 것을 고려해, 갤럭시 톰브라운 에디션의 경우 온라인 추첨 방식을 도입해 왔다. '갤럭시 Z 폴드5 톰브라운 에디션'의 당첨자 발표는 13일 오전 9시에 '삼성 닷컴'을 통해 진행됐다. 당첨자는 이날 오전 9시부터 오후 2시까지 삼성닷컴에서 제품을 구매할 수 있다. 제품 배송은 14일부터 순차적으로 진행된다.",조아라 한경닷컴 기자 rrang123@hankyung.com
노컷뉴스,'파리 호화 저택'에 머문 모로코 국왕…구조 늑장 대응,2023.09.12. 오전 11:18,"최고 권력 국왕, 지진 당시 파리 체류""호흡기 질환 치료""…해외 호화 생활 강진 다음날 귀국 후 재난 뒷북 대응""모든것 중심이나 통치 관심 없는 듯""    연합뉴스북아프리카 국가 모로코에 규모 6.8의 강진이 발생할 당시 국왕이 해외에 체류하고 있어 정부 대응이 늦어졌다는 지적이 나왔다. 특히 국왕은 해외에서 호화 생활을 누린 것으로 알려지면서 비판이 커지고 있다. 프랑스 일간 르몽드는 11일(현지시간) 강진으로 수천명의 사상자가 발생한 국가 위기 상황에서 컨트롤 타워 역할을 해야할 국왕 모하메드 6세는 프랑스 파리에 머물고 있었다고 보도했다. 르몽드에 따르면, 모하메드 6세는 이달 1일 건강상 이유로 파리에 도착해 에펠탑 근처에 소유한 1600㎡ 저택에 머물고 있었다. 그는 폐나 기관지 등 호흡기관에 생기는 염증 질환인 사르코이드증을 앓고 있으며 지난 2018년 파리에서 수술을 받은 이후 정기적으로 프랑스를 찾고 있다고 한다.영국 더타임스에 따르면, 이 저택은 2020년 사우디아라비아 왕자에게서 최소 8천만유로(약 1142억원)에 사들인 것으로 알려졌는데, 수영장과 게임장, 스파 등을 갖추고 파리 시내를 한 눈에 내려다 볼 수 있다. 더타임스는 모하메드 6세는 파리 대저택 이외에도 아름다운 정원으로 유명한 우아즈 지역의 '베츠 성'을 자주 방문해 말 기르기 등 호화로운 취미를 즐긴다고 전했다.    연합뉴스 지난 8일 밤 모로코에 강진이 발생하자 모하메드 6세는 다음날 아침 서둘러 파리를 떠났다.이후 수도 라바트의 왕궁에서 재난 대응 회의를 주재하는 모습이 티브이를 통해 공개됐다. 하지만 그 이상으로 적극적으로 대처한 모습은 보이지 않았다. 르몽드는 입헌군주제 국가인 모로코에서 국정 최고 책임자인 국왕이 없는 상황에서 총리가 지진에 대해 공개적 대처를 할 수 없었고 장관과 시장 등도 손을 놓고 있었다고 비판했다.사망자가 속출하는 상황이었지만 국왕이 나타나지 않은 상황이라 정부 관계자들도 현장에 나타나지 않았다는 것이다. 모하메드 6세가 국가 재난에 뒷북 대응을 한 건 이번이 처음은 아니다. 지난 2004년 동북부 알호세이마에서 지진이 발생해 600명 이상의 사망자가 발생했을 때도 공무원들은 눈에 보이지 않았다.당시 국왕은 민심을 달래기 위해 재난 발생 나흘 후에야 피해 지역에 나타나 왕실 텐트를 치고 며칠 밤을 현장에서 보냈다. 르몽드는 모로코 내 모든 것의 중심에 국왕이 있지만 정작 그는 통치에 큰 관심을 두지 않는 것 같다고 꼬집었다.※CBS노컷뉴스는 여러분의 제보로 함께 세상을 바꿉니다. 각종 비리와 부당대우, 사건사고와 미담 등 모든 얘깃거리를 알려주세요.이메일 : jebo@cbs.co.kr카카오톡 : @노컷뉴스사이트 : https://url.kr/b71afn",CBS노컷뉴스 임미현 기자 marialmh7@cbs.co.kr
국민일보,"교도통신 “김정은·푸틴, 13일 오후 보스토치니 우주기지서 회담”",2023.09.13. 오전 10:07,"김정은(왼쪽) 북한 국무위원장이 2019년 4월 25일(현지시간) 러시아 블라디보스토크에서 블라디미르 푸틴 러시아 대통령과 악수하고 있다. AP뉴시스일본 교도통신은 러시아 당국 소식통을 인용해 김정은 북한 국무위원장과 블라디미르 푸틴 러시아 대통령이 13일 오후 정상회담을 개최한다고 보도했다.러시아 매체 RBK도 전날 소식통을 인용해 김 위원장이 13일 푸틴 대통령과 정상회담을 가질 것이라고 전했다.김 위원장과 푸틴 대통령의 정상회담은 약 4년5개월 만이다.정상회담이 열릴 장소로는 러시아 극동 아무르주에 있는 보스토치니 우주기지가 현재 유력하다.교도통신도 양국 정상이 해당 기지에서 정상회담을 열 것이라고 말했다.이 기지는 임대 중인 카자흐스탄 ‘바이코누르 우주기지’에 대한 의존도를 줄이기 위해 러시아가 건설한 첨단기지다.외교가 안팎에선 “북·러 군사밀착과 첨단 무기기술 협력을 상징하는 장소로 적합하다”는 평가가 나온다.김 위원장과 푸틴 대통령은 이날 회담에서 무기거래 등 군사 분야 협력을 심도 있게 논의할 것으로 관측된다.우크라이나와의 전쟁 장기화로 탄약과 로켓 등 무기 부족 사태를 겪는 푸틴 대통령은 김 위원장에게 이를 요청할 수 있다.김 위원장은 반대급부로 군사정찰위성 관련 기술이나 대륙간탄도미사일(ICBM) 재진입 기술, 잠수함발사탄도미사일(SLBM) 관련 기술을 요구할 가능성이 있다.김 위원장은 정상회담 후 하바롭스크주 산업도시 콤소몰스크나아무레에 위치한 수호이 전투기 생산공장도 방문할 것으로 알려졌다.러시아 현지 매체 RBK는 전날 소식통을 인용해 김 위원장이 오는 16일에는 세르게이 쇼이구 러시아 국방장관과 만날 것이라고 전했다.",손재호 기자(sayho@kmib.co.kr)
한겨레,"매카시 하원의장, 바이든 탄핵 조사 지시…백악관 “최악 정치”",2023.09.13. 오전 10:23,"케빈 매카시 미국 하원의장. 신화 연합뉴스케빈 매카시 미국 하원의장이 조 바이든 대통령에 대한 탄핵 조사를 지시했다. 내년 대선을 앞두고 대통령 탄핵 문제로 미국의 정치적 대립이 더욱 격화될 것으로 보인다.매카시 의장은 12일 하원 감독위원회·법사위원회·세입위원회에 바이든 대통령 일가에 대한 탄핵 조사 개시를 지시했다고 밝혔다. 목적은 바이든 대통령 일가의 부패와 회계 부정 증거를 찾는 것이라고 했다. 하원은 탄핵 추진에 필요한 증거를 모으려고 바이든 대통령 일가의 은행 거래 기록 등을 확보할 것으로 보인다.조사의 핵심은 아들 헌터의 부정 행위에 바이든 대통령이 연루됐는지를 밝히는 것이다. 헌터는 아버지가 부통령일 때 우크라이나 에너지 기업 이사 등으로 취업해 거액을 받았다. 그는 지난 7월에는 탈세 혐의 재판에서 불법 총기 소지 등은 검찰과의 플리바기닝(유죄 인정 조건부 형량 감경)으로 묻고 넘어가려 했으나 판사가 이의를 제기해 계획대로 되지 않았다. 특별검사는 조만간 불법 총기 소지 혐의로 추가 기소를 하겠다는 방침이다.공화당은 헌터의 수상한 취업과 봐주기 수사에 바이든 대통령의 영향력을 행사했다고 주장한다. 매카시 의장은 “우리는 바이든 대통령의 행위에 대해 심각하고 믿을 만한 혐의를 밝혀냈다”고 했다.매카시 의장은 탄핵 조사 방침을 밝혀오기는 했으나 이번 지시는 공화당 강경파를 달래려는 목적이 크다. 그는 하원 전체 투표로 탄핵 조사 개시를 결정하겠다고 하다가 갑자기 입장을 바꿔 조사를 전격적으로 지시했다. 뉴욕 타임스는 여기에는 전날 밤 공화당 강경파의 대표 주자 맷 게이츠 의원이 하원의장 축출을 추진하겠다고 밝힌 게 결정적이었다고 분석했다. 매카시 의장은 지난 1월 공화당 강경파의 몽니로 15차례 투표한 뒤에야 하원의장 자리에 올랐다. 그 과정에서 전에는 공화당 의원 과반이 발의해야 성립한 하원의장 해임안을 단 1명이라도 발의할 수 있도록 양보했다. 그는 공화당 일부 의원들의 축출 움직임에 민주당이 가세해 하원의 과반을 이룬다면 실제로 쫓겨날 수 있다.현재 공화당 강경파는 매카시 의장이 연방정부 지출을 대폭 삭감하겠다는 등의 약속을 위반했다며 반발하고 있다. 이들은 지난 6월 예산안 충돌 이후 매카시 의장이 백악관과 합의한 내용을 구체적 법안으로 만드는 과정에서 예산을 깎으라며 다시 매카시 의장을 압박하고 있다. 또 트럼프 전 대통령이 2019·2020년에 민주당이 주도하는 하원에서 탄핵당하고, 지금은 4개 법원에 기소된 것을 두고도 바이든 대통령에 대한 복수를 노린다.결국 매카시 의장은 자신이 탄핵당할지도 모른다는 위기감에 바이든 대통령 탄핵 조사를 지시한 셈이다. 하지만 게이츠 의원은 탄핵 조사 지시로는 부족하다며, 매카시 의장이 이달 30일 이후 연방정부 셧다운(부분 폐쇄)을 피하려고 임시예산안을 추진하면 곧장 해임안을 제출하겠다고 했다.하원이 탄핵 조사를 거쳐 바이든 대통령을 탄핵하더라도 실제로 백악관에서 쫓겨나지는 않을 것이라는 게 지배적 관측이다. 탄핵이 확정되려면 민주당이 다수당인 상원에서 탄핵심판을 거쳐야 하기 때문이다. 이언 샘스 백악관 대변인은 엑스(X·옛 트위터)를 통해 매카시 의장의 지시는 “최악의 극단적 정치”라고 비난했다.",이본영 기자 ebon@hani.co.kr
SBS,"중국 네티즌, '금지령'에도 아이폰 관심↑…언론은 화웨이 집중 조명",2023.09.13. 오후 12:02,"중국 당국이 공직자들에게 '아이폰 금지령'을 내린 것으로 알려진 가운데, 중국 네티즌과 매체들이 애플의 신제품 아이폰15에 큰 관심을 드러냈습니다.중국 관영 영자신문 글로벌타임스는 13일 많은 중국 네티즌들이 베이징 현지시간으로 이날 오전 1시 시작된 아이폰15 공개를 뜬눈으로 기다리며 열의(eagerness)를 보였다고 보도했습니다.실제로 이날 오전 10시 기준 중국판 트위터인 웨이보에서 '애플 신제품 발표회'라는 해시태그(#)는 6억5천만 회, '아이폰15 시리즈 가격'은 3억2천만 회의 조회수를 각각 기록하면서 검색어 최상위권에 올랐습니다.'신제품 발표회' 조회수는 시간당 수천만 회씩 올라가고 있습니다.다만 글로벌타임스는 ""신제품 발표회 전체를 모두 시청하고 두 시간만 잔 뒤 출근할 예정""이라며 관심을 보인 한 네티즌의 언급 등을 소개하면서도 중국 소비자들의 지출 감소세와 지난달 말 발표된 '국산' 화웨이 스마트폰 때문에 애플의 새 아이폰 시리즈가 '상당한 도전'에 직면할 수 있다고 지적했습니다.글로벌타임스의 중국어판인 환구시보는 아이폰15에 대한 중국 네티즌들의 반응 대신 화웨이의 신제품 '메이트60 프로'와 아이폰15의 대결 구도를 강조하는 데 한층 주력했습니다.환구시보는 이날 ""지난 10년 동안 애플의 혁신 역량은 눈에 띄게 약해졌다""며 아이폰이 그간 미국 정부의 비(非)시장적 보호주의와 화웨이 신제품의 부재 속에 미국과 중국에서 점유율을 높여온 것이라는 팡싱둥 중국 저장대학 교수의 기고를 싣기도 했습니다.업계에서는 최근 애플의 주가 하락에 영향을 준 중국 당국의 '공무원 아이폰 금지령'을 아이폰15가 넘어야 할 산으로 꼽고 있습니다.특히 애플로서는 비교적 소득이 높고 생활이 안정된 공공 부문 종사자들의 아이폰 구매가 막히는 것이 우려되는 상황이라는 관측도 있습니다.그러나 중국 관영 매체들은 이 사안은 언급하지 않고 있습니다.정보기술(IT) 매체인 '중관춘 온라인'이 지난 11일 ""국내 한 회사가 직원들의 아이폰을 비롯한 외제 전자장비 구매를 금지했다""고 전했을 뿐 다른 매체들의 보도는 거의 눈에 띄지 않는 상황입니다.반면 연일 중국 매체들의 집중 조명을 받는 화웨이는 스마트폰 시장 복귀를 위해 판매량을 더 늘릴 계획입니다.중국 증권일보는 이날 ""화웨이가 메이트60 시리즈의 하반기 출하량을 20% 늘려 올해 최소한 4천만 대를 내놓을 것""이라는 화웨이 관계자의 발언을 보도했습니다.화웨이는 현재의 인기가 이어질 경우 내년 출시량이 적어도 6천만 대에 달해 ""성장 동력이 가장 강한 글로벌 휴대전화 브랜드가 될 것""이라고 전망했다고 증권일보는 전했습니다.(사진=게티이미지코리아)",유영규 기자 sbsnewmedia@sbs.co.kr
연합뉴스TV,"리비아 대홍수로 2천 명 넘게 숨져…""1만 명 실종""",2023.09.13. 오전 5:47,모로코에서 강진으로 수천 명의 사상자가 나온 가운데 이번엔 리비아에서 대홍수가 발생해 2천명 넘게 숨졌습니다.현지시간 12일 알자지라 방송 등에 따르면 지난 10일 폭풍 다니엘이 강타한 리비아 동부에서 댐 2곳이 무너져 동북부 데르나시 등에 홍수가 났습니다.알자지라 방송은 댐에서 흘러나온 물이 데르나시를 덮쳐 2천명 넘게 숨지고 실종자도 1만명에 달할 것으로 추정된다고 보도했습니다.현재 무정부 상태인 리비아는 국가 기능이 사실상 마비돼 사망자는 더 늘어날 전망입니다.박상률 기자 (srpark@yna.co.kr)#리비아 #대홍수연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23,박상률(srpark@yna.co.kr)
한국일보,"한미, 대러·대중 수출통제 논의한다… 미국 상무 부장관, 내주 방한",2023.09.13. 오전 6:19,"워싱턴 코트라 통상협력포럼서 공개“러시아 기술·물자 우회 확보 막아야”중국 내 삼성·SK 반도체 생산도 의제    돈 그레이브스 미국 상무부 부장관이 12일 워싱턴에서 대한무역투자진흥공사(KOTRA·코트라)가 주최한 한미통상협력 포럼의 기조연설을 하고 있다. 코트라 제공미국 중심 글로벌 공급망 재편을 주도하고 있는 미 상무부의 2인자가 다음 주 한국을 방문한다. 우크라이나를 상대로 침략 전쟁을 벌이고 있는 러시아와 미국과의 패권 경쟁에 착수한 중국을 대상으로 실효적인 수출 통제를 하기 위해 어떻게 양국이 협력할지가 핵심 의제로 다뤄질 전망이다.돈 그레이브스 미 상무부 부장관은 12일(현지시간) 워싱턴에서 대한무역투자진흥공사(KOTRA·코트라)가 주최한 한미통상협력 포럼의 기조연설을 통해 자신이 내주 한국과 일본을 방문할 예정이며, 한국에 머무는 동안 수출 통제를 위한 한미 공조 방안을 논의할 계획이라고 밝혔다.그가 소개한 한미 양국의 수출 통제 관련 최우선 현안은 러시아의 전쟁 물자 확보 저지다. 그는 “무엇보다 우리는 러시아가 수출 통제를 우회해 우크라이나를 상대로 불법적 전쟁에 사용할 기술과 물품을 마련하는 것을 계속 막아야 한다”고 말했다. 김정은 북한 국무위원장과 블라디미르 푸틴 러시아 대통령이 13일 정상회담에서 무기와 군사용 물품의 대러 이전에 합의할 경우 한미가 어떻게 대응할지를 비중 있게 의논할 방침임을 시사한 것이다.더불어 대중국 수출 통제 방안도 양국 간 협의 대상이 될 것으로 보인다. 그레이브스 부장관은 “우리의 국가 안보를 위협하거나 해치고 인권을 침해하는 국가들이 자국 국민의 자유를 부정하고 이웃을 위협하는 데 쓸 무기와 기술을 얻지 못하게 해야 한다”고 말했다. 직접 거명하지는 않았지만 중국을 염두에 둔 언급으로 해석된다.대중 수출 통제는 한국의 이해관계와 복잡하게 얽혀 있다. 미 정부는 지난해 10월 반도체 제조에 필요한 장비의 중국 수출을 사실상 전면 제한하고, 중국 내에 반도체 공장이 있는 외국 기업의 경우 개별 심사를 거쳐 판단하기로 했다. 다만 한국 기업은 1년간 예외로 인정했다. 중국에서 삼성전자와 SK하이닉스 공장이 계속 가동되는 게 중국의 ‘반도체 굴기(屈起·일어섬)’를 억제하는 데 도움이 된다는 고려에서였다.그러나 지난달 말 중국 화웨이가 7나노미터(㎚·10억 분의 1m)급 첨단 반도체를 탑재한 5세대(G) 스마트폰 ‘메이트60 프로’를 출시하면서 기류가 변할 가능성이 생겼다. 미국의 대중 장비 수출 통제 목적이 중국의 7나노 기술 입수 차단이었기 때문이다. 이에 미국의 대응이 강경해질 것이라는 관측이 나오기 시작했다. 수출 통제의 장기 유예를 기대했던 한국에도 영향이 미칠 수 있다.‘수출 통제 유예 연장하냐’ 질문에 “글쎄…”    미국 온라인 쇼핑몰에서 ""나는 화웨이를 지지한다""고 말하는 지나 러몬도 상무장관의 사진이 붙은 스마트폰 케이스(사진)가 판매되고 있다고 미국 뉴욕타임스가 6일 보도했다. NYT 캡처그레이브스 부장관은 말을 아꼈다. 기조연설이 끝난 뒤 기자들과 따로 만난 그는 ‘다음 달 만료되는 한국 기업 대상 수출 통제 유예 조치의 연장에 대한 논의가 서울에서 이뤄지느냐’는 질문에 “서울에서 대화를 할 것으로 기대한다”며 “다음 주에 더 많은 정보를 공유할 것”이라고 대답했다.‘최근 화웨이의 7나노 반도체 내장 스마트폰 출시와 관련해 수출 통제가 강화돼야 한다고 보느냐’는 질문에는 “우리는 여전히 그에 대해 조사하고 있다”면서도 “계속해서 수출 통제를 효과적으로 적용하며, 한국과 일본 등 파트너와 협력해 우리 기업들이 경쟁력을 갖추고, 다른 나라가 우리의 민주적 가치나 공정한 경쟁을 저해하지 못하도록 할 것”이라고 답했다.연설에서 그는 또 지난달 말 중국 방문 때 지나 러몬도 미 상무장관이 “미국의 국가 안보와 노동자 및 기업 보호를 위해 공정한 경쟁의 장을 만들겠다”는 의지를 표명한 사실을 소개하며 중국의 비시장적 무역 및 투자 관행에 맞서 미국과 동맹·파트너 국가들이 보유한 기술 경쟁력을 유지할 필요성도 강조했다. 아울러 “우리는 미국은 물론 동맹·파트너에 이득이 될 안전한 반도체 생태계를 구축하는 데 전념하고 있다”고 말했다.그레이브스 부장관은 방한 기간 안덕근 산업통상자원부 통상교섭본부장 등과 만나 중국의 갈륨·게르마늄 등 희소금속의 수출 통제에 대한 대응 방안도 논의할 것으로 예상된다. 그는 자신의 한일 방문에 미 첨단 산업 및 서비스 업계 기업인들도 동행한다고 소개했다.",워싱턴= 권경성 특파원 (ficciones@hankookilbo.com)
매일경제,폭우에 악어 75마리 탈출한 동네 ‘비상’…당국 “집에 머물러라”,2023.09.12. 오후 3:47,중국 남부 광동성 마오밍시태풍 하이쿠이 영향에 폭우     지난 11일 폭우로 침수된 중국 광시좡족자치구 허푸현의 모습. [사진출처=로이터 연합뉴스]중국 남부 광동성에 쏟아진 폭우로 악어 70여마리가 농장을 탈출해 마오밍시는 주민들에게 주의를 당부했다.12일 AP 통신 등 현지 매체 보도에 따르면 중국 남부 광둥성에 태풍 하이쿠이의 영향으로 전날까지 7일간 폭우가 쏟아지면서 악어 70여마리가 농장을 탈출했다.광둥성 서부 마오밍시는 악어 70여마리가 농장을 탈출했다며 주민들에 집에 머물 것을 권고했다.현지 당국에 따르면 새끼를 포함해 75마리의 악어가 탈출한 것으로 조사됐다.일부는 붙잡혔지만 나머지는 숨어들어 간 호수가 깊은 탓에 잡기가 어려운 것으로 알려졌다.같은 기간 광시좡족자치구도 폭우로 강타당하면서 최소 7명이 사망하고 3명이 실종됐다고 관영 통신 신화사가 보도했다.광시좡족자치구 위린시에는 지난 9∼10일 폭우로 여러 곳에서 산사태가 나 인명 피해가 발생했다.해당 자치구 보바이현에서는 지난 10일 밤부터 2ｍ 이상 물이 들어찬 저지대 가옥에서 주민들을 구출해내는 작업이 펼쳐졌다고 로이터 통신이 전했다.홍콩에서도 전날까지 닷새간 폭우가 이어지면서 곳곳에서 극심한 홍수 피해가 발생했다. 2명이 사망하고 일부 지역 교통이 전날 오후까지 마비됐다.,안서진 매경닷컴 기자(seojin@mk.co.kr)
